invoice_id,subscription_id,invoice_date,due_date,invoice_amount,tax_amount,payment_status,payment_date,payment_method,record_status,status_reason,payment_status_norm
I0001657,S001382,2024-09-24,2024-10-20,79229.46,21967.6,Refunded,2024-10-15,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001658,S000703,2025-03-31,2025-03-29,,7499.57,,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount; Missing payment_status,Nan
I0001659,S000389,2025-07-18,2025-08-21,34477.09,14689.75,Failed,2025-08-20,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001660,S000196,2024-11-09,2024-12-07,113496.3,17821.74,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001661,S001646,2024-12-17,2025-01-21,19438.96,,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001662,S001725,2025-01-28,2025-02-06,75986.51,5820.91,Refunded,,Wallet,VALID,No issues detected,Refunded
I0001663,S000950,2025-06-14,2025-07-22,96942.32,8286.52,Paid,2025-08-23,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001664,S002243,2024-07-16,2024-08-02,86719.87,24443.91,Pending,,,VALID,No issues detected,Pending
,S000824,2025-09-04,2025-09-13,74106.94,-2427.27,Failed,,,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0001666,S000750,2025-02-01,2025-03-17,87947.86,19579.03,Failed,,Bank Transfer,VALID,No issues detected,Failed
I0001667,S000139,2025-08-31,2025-10-11,104670.29,17209.34,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
,S000253,2025-03-04,2025-03-20,17056.93,22441.37,Pending,,Card,INVALID,Missing invoice_id,Pending
I0001669,S002271,2025-08-25,2025-09-23,85535.91,5676.42,Failed,,,VALID,No issues detected,Failed
I0001670,S001077,2025-10-25,2025-11-12,36742.83,8550.96,Pending,,UPI,VALID,No issues detected,Pending
I0001671,S000112,2024-09-24,2024-10-18,41740.34,6496.23,Paid,2024-11-08,,VALID,No issues detected,Paid
I0001672,S001259,2024-03-29,2024-04-29,2689.76,6505.7,Pending,2024-04-26,Bank Transfer,VALID,No issues detected,Pending
I0001673,S001523,2025-07-25,2025-08-15,12727.01,,Refunded,,UPI,VALID,No issues detected,Refunded
I0001674,S001254,2025-11-11,2025-11-29,106398.25,14595.14,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001675,S001776,2024-02-01,2024-03-10,86255.61,18921.43,Refunded,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001676,S001069,2025-07-30,2025-09-11,25124.97,15658.56,,2025-08-28,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001677,S001840,2025-06-22,2025-07-21,860.93,10157.8,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001678,S001975,2024-08-03,2024-09-06,76531.29,1837.68,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001679,S002278,2025-03-31,2025-05-05,69386.99,24395.52,Failed,,Card,VALID,No issues detected,Failed
I0001680,S001984,2024-02-20,2024-02-06,96438.68,882.97,Pending,,Card,VALID,No issues detected,Pending
I0001681,S001118,2025-03-29,2025-03-24,87185.22,-4662.04,Pending,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0001682,S001876,2024-03-07,2024-04-04,50931.16,6398.59,Failed,,Wallet,VALID,No issues detected,Failed
I0001683,S002231,2024-07-28,2024-08-04,-30457.58,10692.33,Pending,,Card,INVALID,Negative invoice_amount,Pending
I0001684,S001738,2025-01-06,2025-02-19,112224.89,-74.23,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0001685,S002097,2024-01-20,2024-02-24,38489.04,,Refunded,2024-03-27,Wallet,VALID,No issues detected,Refunded
I0001686,S000542,2025-06-14,2025-07-02,119046.4,-4151.83,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0001687,S000082,2024-10-03,2024-09-19,13965.44,3167.04,Refunded,,Bank Transfer,VALID,No issues detected,Refunded
,S002165,2025-12-11,2025-12-29,2112.06,5251.07,Paid,2026-01-05,Bank Transfer,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Paid
I0001689,S001259,2024-06-26,2024-07-30,2907.5,7732.51,,2024-07-28,Card,SUSPICIOUS,Missing payment_status,Nan
I0001690,S002148,2025-03-08,2025-04-08,26632.61,1781.66,Paid,2025-05-08,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001691,S001490,2024-07-12,2024-07-27,39152.67,324.28,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001692,S002179,2024-05-24,2024-05-22,76747.09,15002.6,Paid,2024-06-25,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001693,S000152,2025-07-02,2025-08-13,18099.8,,Paid,2025-09-09,Card,VALID,No issues detected,Paid
I0001694,S001979,2025-08-18,2025-09-02,55746.7,8421.45,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001695,S002398,2024-05-19,2024-06-17,20712.31,4530.6,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001696,S001019,2024-07-18,2024-08-24,33982.5,,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001697,S001010,2024-03-28,2024-04-21,35582.98,,Paid,2024-05-26,,INVALID,Invoice references non-existent/invalid subscription,Paid
,S001162,2024-12-26,2025-01-16,19281.79,24355.16,Refunded,,,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Refunded
I0001699,S001406,2025-02-10,2025-02-23,2071.95,1858.09,Pending,2025-03-25,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001700,S000554,2025-11-21,2025-11-18,112604.57,2875.23,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001701,S000244,2025-03-19,2025-03-07,53095.41,22179.69,Refunded,,UPI,VALID,No issues detected,Refunded
I0001702,S000626,2024-03-20,2024-04-19,22551.83,15204.16,,,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001703,S001759,2024-03-20,2024-04-18,97078.0,13056.48,Failed,,Card,VALID,No issues detected,Failed
I0001704,S001778,2024-08-10,2024-08-20,107958.13,-696.25,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0001705,S000308,2024-06-26,2024-07-31,85455.87,8938.77,Pending,,UPI,VALID,No issues detected,Pending
,S001081,2026-01-08,2026-01-28,-1518.5,20313.57,Refunded,,Bank Transfer,INVALID,Missing invoice_id; Negative invoice_amount,Refunded
I0001707,S001752,2024-09-27,2024-10-25,98642.15,890.78,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001708,S001301,2025-10-31,2025-12-12,31667.78,4890.97,Pending,,Card,VALID,No issues detected,Pending
I0001709,S001081,2025-04-12,2025-05-07,78936.61,3272.93,Pending,2025-04-03,Bank Transfer,INVALID,Payment date earlier than invoice date,Pending
I0001710,S000892,2024-04-10,2024-05-12,25373.79,10746.13,Paid,2024-06-15,UPI,VALID,No issues detected,Paid
,S001243,2025-08-21,2025-08-29,11269.02,24277.54,Refunded,,,INVALID,Missing invoice_id,Refunded
I0001712,S001133,2025-06-01,2025-05-24,90489.55,11637.97,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001713,S001048,2025-12-13,2026-01-14,104216.2,-833.75,Pending,2026-02-05,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
,S001811,2025-11-19,2025-12-31,83353.55,4353.39,,,Card,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001715,S001646,2025-02-17,2025-02-09,47383.22,-2897.29,Failed,2025-04-16,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0001716,S001943,2026-01-12,2026-01-23,49080.58,3175.64,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001717,S001267,2024-10-22,2024-11-13,15803.54,-1308.06,Failed,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0001718,S000838,2025-09-22,2025-11-06,37958.83,1760.45,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001719,S001206,2025-05-21,2025-06-09,57106.73,,Paid,2025-06-04,Card,VALID,No issues detected,Paid
I0001720,S000940,2025-08-07,2025-08-21,44040.62,8213.6,Failed,2025-09-17,UPI,VALID,No issues detected,Failed
I0001721,S002154,2025-09-10,2025-08-27,,,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Refunded
I0001722,S002351,2026-01-10,2026-02-19,31817.07,,,2026-03-14,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001723,S001604,2025-11-03,2025-12-13,,1259.0,Pending,,,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Pending
I0001724,S000403,2024-06-14,2024-06-21,57062.61,,,,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001725,S001932,2025-07-31,2025-08-27,9840.23,24096.21,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
,S001830,2024-02-26,2024-03-09,711.56,17167.64,Refunded,,Wallet,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Refunded
I0001727,S002032,2024-03-25,2024-04-09,70732.05,14380.52,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001728,S000295,2025-08-27,2025-09-11,91644.32,10323.52,,,,SUSPICIOUS,Missing payment_status,Nan
I0001729,S001736,2025-02-12,2025-02-22,28478.31,,,2025-03-22,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001730,S002359,2024-05-30,2024-06-06,4927.1,3987.06,Pending,,,VALID,No issues detected,Pending
I0001731,S001940,2024-12-09,2025-01-06,86729.27,17743.85,Paid,2025-02-06,Wallet,VALID,No issues detected,Paid
,S001638,2026-01-16,2026-02-06,41635.61,-2981.33,Refunded,,UPI,INVALID,Missing invoice_id; Negative tax_amount,Refunded
I0001733,S002392,2024-07-10,2024-08-17,25505.26,18226.16,Failed,,Wallet,VALID,No issues detected,Failed
I0001734,S000422,2025-12-11,2026-01-12,13046.65,-3922.47,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0001735,S002081,2024-03-31,2024-05-08,99259.28,3448.35,Paid,2024-06-06,,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001736,S001908,2024-08-28,2024-09-15,6578.26,20222.88,,2024-11-07,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001737,S001350,2025-03-31,2025-03-19,66811.47,995.06,Refunded,,Bank Transfer,VALID,No issues detected,Refunded
I0001738,S001107,2025-11-18,2025-12-04,112251.0,5346.17,Paid,2025-11-25,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001739,S000947,2024-06-07,2024-06-27,26948.3,6332.82,Refunded,,Bank Transfer,VALID,No issues detected,Refunded
I0001740,S001168,2025-03-30,2025-04-25,,17604.56,Paid,2025-06-01,,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Paid
I0001741,S002266,2024-02-16,2024-03-07,-98119.74,-2682.98,,,,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount; Negative tax_amount; Missing payment_status,Nan
I0001742,S000071,2024-12-11,2024-12-21,118023.17,-1001.28,Refunded,,Bank Transfer,INVALID,Negative tax_amount,Refunded
I0001743,S001980,2024-03-25,2024-05-07,99580.44,16210.88,Paid,2024-05-28,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001744,S000743,2025-09-18,2025-10-09,67535.96,21870.53,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001745,S002268,2024-08-28,2024-09-04,95818.07,4453.23,Failed,2024-10-14,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001746,S001621,2024-06-07,2024-06-18,25692.65,7953.05,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001747,S001538,2024-07-15,2024-07-23,77143.51,400.86,Refunded,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
,S002181,2024-02-26,2024-03-16,91215.17,,Paid,2024-03-31,Card,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Paid
I0001749,S002169,2025-09-26,2025-10-30,67315.11,-4087.57,Refunded,,UPI,INVALID,Negative tax_amount,Refunded
I0001750,S000421,2025-09-04,2025-10-15,71181.52,20907.87,Failed,,,VALID,No issues detected,Failed
I0001751,S001790,2024-10-16,2024-11-22,118572.6,12527.66,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
,S000366,2024-03-30,2024-04-23,62094.84,-4595.21,Pending,,Bank Transfer,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0001753,S001091,2025-11-30,2025-12-16,49596.15,15771.7,Failed,,Wallet,VALID,No issues detected,Failed
I0001754,S001105,2025-08-23,2025-09-14,13728.06,3786.81,Refunded,2025-08-30,,VALID,No issues detected,Refunded
I0001755,S000129,2024-08-09,2024-08-21,-48872.84,2786.73,Refunded,,Bank Transfer,INVALID,Negative invoice_amount,Refunded
,S000868,2024-11-08,2024-11-15,60634.37,23258.65,Failed,,,INVALID,Missing invoice_id,Failed
I0001757,S002064,2024-03-12,2024-04-13,115415.34,-96.1,Paid,2024-03-25,UPI,INVALID,Negative tax_amount,Paid
,S002267,2024-05-16,2024-06-19,73369.77,-3266.72,Refunded,,Wallet,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0001759,S002212,2025-04-04,2025-05-15,32001.68,10821.45,Refunded,,Wallet,VALID,No issues detected,Refunded
,S002225,2025-01-21,2025-02-01,15350.11,9615.81,,,,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001761,S000007,2026-01-29,2026-03-10,9144.76,12200.12,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001762,S001548,2024-07-28,2024-08-05,68867.6,11890.45,Failed,2024-08-17,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001763,S001617,2024-07-25,2024-08-10,42328.93,-63.12,Refunded,,,INVALID,Negative tax_amount,Refunded
I0001764,S000939,2024-11-04,2024-11-26,1148.28,747.49,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0001765,S000743,2025-02-08,2025-02-28,97191.48,2776.55,Paid,2025-02-04,Wallet,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Paid
I0001766,S002072,2024-10-05,2024-11-14,110234.97,-1901.78,Paid,2024-10-16,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Paid
I0001767,S000384,2024-08-18,2024-09-24,78184.13,4351.58,Paid,2024-10-07,Card,VALID,No issues detected,Paid
I0001768,S001649,2025-04-04,2025-04-20,69382.75,3165.59,Paid,2025-04-27,,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001769,S000254,2024-11-26,2024-12-07,-25397.54,-3315.97,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount; Negative tax_amount,Failed
I0001770,S001845,2025-08-06,2025-08-21,-66496.85,-555.76,Pending,,Bank Transfer,INVALID,Negative invoice_amount; Negative tax_amount,Pending
I0001771,S001524,2024-02-24,2024-03-26,52369.17,3360.51,Paid,2024-04-29,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001772,S002391,2026-01-29,2026-03-13,18717.65,20055.54,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001773,S000581,2024-06-04,2024-06-27,1736.52,-4460.88,,2024-06-07,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
I0001774,S001696,2024-04-21,2024-05-16,116705.95,,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001775,S001439,2024-08-25,2024-09-08,1596.92,9541.3,,,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001776,S001388,2025-08-28,2025-09-15,88227.01,17252.54,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001777,S002157,2024-02-01,2024-03-14,18267.39,15486.91,Paid,2024-03-05,Card,VALID,No issues detected,Paid
I0001778,S002382,2025-05-29,2025-06-28,33413.37,4969.96,Paid,2025-05-30,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001779,S001227,2025-02-15,2025-03-08,11235.01,-1846.46,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0001780,S000252,2024-01-11,2024-01-07,82633.4,19655.53,Pending,,Wallet,VALID,No issues detected,Pending
I0001781,S001083,2024-03-11,2024-04-11,7888.86,21717.51,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001782,S001654,2024-01-25,2024-02-02,93076.71,11423.62,,,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001783,S001542,2024-11-25,2024-12-28,13250.02,-1361.46,Failed,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0001784,S001039,2024-10-08,2024-11-07,90495.17,22069.65,Pending,,Bank Transfer,VALID,No issues detected,Pending
I0001785,S001872,2025-12-09,2026-01-16,86908.76,8238.84,Paid,2026-01-29,UPI,VALID,No issues detected,Paid
I0001786,S001462,2024-01-02,2024-01-24,82913.63,3846.19,Paid,2024-02-09,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001787,S002226,2024-04-30,2024-06-13,4464.49,19968.56,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
