case_id,customer_id,opened_date,closed_date,priority,case_type,case_status,resolution_hours,csat_score,refund_requested,record_status,status_reason,case_status_norm
CS001350,C00956,2025-09-03,2025-10-05 14:00:00,Low,Billing,Open,460.0,,Y,INVALID,Support case references customer not in subscriptions,Open
CS001351,C01320,2024-02-07,2024-03-01 12:00:00,Critical,Billing,Escalated,384.0,4.0,Y,INVALID,Support case references customer not in subscriptions,Escalated
,C01321,2024-09-02,2024-10-03 12:00:00,Low,Access,Pending,-75.0,1.0,,INVALID,Missing case_id; Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001353,C01213,2024-07-10,,Medium,Data Issue,Pending,-47.0,2.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001354,C00593,2024-02-08,2024-02-22 22:00:00,Medium,Billing,Closed,,,Y,INVALID,Closed case missing closure date/resolution hours,Closed
CS001355,C00373,2025-08-28,,,Access,,-66.0,1.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001356,C00956,2024-04-21,2024-05-08 01:00:00,Critical,Access,Pending,150.0,0.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001357,C01152,2024-06-17,2024-07-18 16:00:00,,Billing,Open,-26.0,5.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS001358,C00840,2025-07-23,2025-08-16 22:00:00,,Access,,-56.0,,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001359,C01534,2025-04-01,2025-04-23 06:00:00,Critical,Data Issue,Closed,546.0,0.0,,INVALID,CSAT score outside 1-5 range,Closed
CS001360,C00064,2025-06-28,,High,Data Issue,Pending,-80.0,2.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
,C00891,2025-07-10,2025-08-09 19:00:00,Critical,Technical,Pending,558.0,2.0,Y,INVALID,Missing case_id; Support case references customer not in subscriptions,Pending
CS001362,C00014,2025-05-14,,Critical,,Escalated,668.0,6.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS001363,C00360,2024-08-25,2024-08-16 00:00:00,Low,Data Issue,Open,-6.0,5.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours,Open
CS001364,C00693,2024-11-30,2024-12-22 18:00:00,Medium,Data Issue,,-42.0,,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
,C01559,2025-03-26,2025-05-03 17:00:00,Critical,,Open,998.0,5.0,,INVALID,Missing case_id; Support case references customer not in subscriptions,Open
CS001366,C01779,2025-05-12,2025-05-20 19:00:00,Critical,Billing,Closed,,4.0,Y,INVALID,Closed case missing closure date/resolution hours,Closed
CS001367,C00447,2024-08-03,2024-08-23 05:00:00,Medium,,Pending,39.0,5.0,,INVALID,Support case references customer not in subscriptions,Pending
CS001368,C00180,2024-11-17,2024-12-13 20:00:00,Medium,Cancellation,,-37.0,4.0,,INVALID,Negative resolution_hours; Missing case_status,Nan
CS001369,C00941,2024-04-28,2024-04-30 11:00:00,Critical,Technical,Closed,,5.0,N,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
,C01117,2024-10-16,,Low,Technical,Open,,5.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions,Open
CS001371,C01183,2025-03-27,2025-04-22 22:00:00,,Cancellation,Open,,2.0,N,VALID,No issues detected,Open
CS001372,C00801,2025-04-22,2025-05-04 14:00:00,High,Cancellation,Open,,5.0,N,INVALID,Support case references customer not in subscriptions,Open
CS001373,C00494,2025-04-13,2025-05-11 06:00:00,,,Open,,4.0,,INVALID,Support case references customer not in subscriptions,Open
CS001374,C00745,2024-05-08,2024-06-04 07:00:00,Low,Access,,708.0,2.0,N,SUSPICIOUS,Missing case_status,Nan
CS001375,C01530,2024-12-27,2025-01-23 16:00:00,,Billing,Escalated,-97.0,2.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001376,C00226,2025-09-21,,Medium,Data Issue,Pending,,2.0,N,INVALID,Support case references customer not in subscriptions,Pending
CS001377,C01756,2025-09-24,,High,Technical,Open,2.0,5.0,N,VALID,No issues detected,Open
CS001378,C00287,2024-10-21,2024-11-29 04:00:00,High,Technical,Open,,3.0,,VALID,No issues detected,Open
CS001379,C00155,2025-06-02,2025-07-07 07:00:00,Medium,Billing,Pending,-30.0,4.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
,C00101,2026-01-13,2026-01-24 16:00:00,,,Escalated,-49.0,1.0,,INVALID,Missing case_id; Negative resolution_hours,Escalated
CS001381,C01638,2025-05-12,2025-05-26 12:00:00,Low,Data Issue,Escalated,396.0,2.0,Y,VALID,No issues detected,Escalated
CS001382,C00229,2025-04-29,2025-05-20 12:00:00,Low,Data Issue,Open,730.0,4.0,,VALID,No issues detected,Open
CS001383,C00693,2024-01-12,2024-02-09 05:00:00,High,Technical,,-83.0,1.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
,C00832,2024-04-14,2024-05-15 02:00:00,Critical,Data Issue,Open,,0.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001385,C00585,2024-08-27,,,Cancellation,Escalated,,6.0,N,INVALID,CSAT score outside 1-5 range,Escalated
CS001386,C01122,2025-09-14,2025-09-26 11:00:00,,Cancellation,,596.0,3.0,Y,SUSPICIOUS,Missing case_status,Nan
CS001387,C01240,2024-02-19,2024-03-12 20:00:00,High,,,-34.0,6.0,,INVALID,Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001388,C00477,2024-10-12,2024-10-25 17:00:00,Low,Billing,Open,233.0,2.0,Y,VALID,No issues detected,Open
CS001389,C00357,2024-12-02,2024-11-25 00:00:00,,Access,Escalated,-53.0,2.0,,INVALID,Closed date earlier than opened date; Negative resolution_hours,Escalated
CS001390,C00314,2025-10-25,2025-11-22 22:00:00,High,Access,,710.0,0.0,N,INVALID,CSAT score outside 1-5 range; Missing case_status,Nan
CS001391,C01344,2025-07-07,2025-07-25 08:00:00,Critical,Access,Escalated,505.0,0.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS001392,C00969,2024-12-14,,High,Billing,Closed,-3.0,7.0,N,INVALID,Negative resolution_hours; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001393,C00575,2025-12-30,2026-01-20 10:00:00,Low,Data Issue,Open,36.0,0.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001394,C01137,2024-06-08,2024-06-13 06:00:00,,Technical,Open,,4.0,Y,VALID,No issues detected,Open
CS001395,C01354,2025-02-08,2025-02-23 00:00:00,,Billing,Closed,-13.0,0.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Closed
CS001396,C01399,2025-01-30,2025-01-23 00:00:00,Medium,Data Issue,,-87.0,3.0,N,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours; Missing case_status,Nan
CS001397,C01226,2024-05-01,2024-06-09 12:00:00,Low,Cancellation,Escalated,,2.0,,VALID,No issues detected,Escalated
CS001398,C01185,2024-05-05,,Medium,Cancellation,,-14.0,4.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001399,C01530,2025-10-26,2025-10-25 00:00:00,Critical,Access,,,2.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Missing case_status,Nan
CS001400,C00258,2025-04-14,2025-05-15 19:00:00,Critical,,Closed,180.0,3.0,N,VALID,No issues detected,Closed
,C00171,2024-11-21,2024-12-10 18:00:00,High,Cancellation,Pending,-91.0,5.0,N,INVALID,Missing case_id; Negative resolution_hours,Pending
CS001402,C00170,2026-01-08,2026-02-11 10:00:00,High,Technical,Escalated,293.0,3.0,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS001403,C01596,2024-07-20,2024-07-29 22:00:00,Medium,Technical,Pending,,0.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001404,C00327,2026-01-08,2026-01-14 16:00:00,,Cancellation,Closed,985.0,,,VALID,No issues detected,Closed
CS001405,C01704,2025-08-31,2025-09-15 06:00:00,Medium,Access,,464.0,0.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS001406,C00293,2025-02-10,2025-02-12 13:00:00,,Access,,-100.0,,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001407,C01281,2025-02-23,2025-03-09 14:00:00,Low,Technical,Open,775.0,5.0,N,INVALID,Support case references customer not in subscriptions,Open
CS001408,C01532,2024-09-11,2024-09-03 00:00:00,,Billing,Open,-27.0,,,INVALID,Closed date earlier than opened date; Negative resolution_hours,Open
CS001409,C00076,2025-08-22,2025-08-31 21:00:00,Medium,Data Issue,Pending,-56.0,1.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001410,C01106,2025-06-14,2025-07-10 12:00:00,,Billing,Escalated,,3.0,Y,VALID,No issues detected,Escalated
CS001411,C00534,2025-11-17,2025-12-25 14:00:00,High,Technical,,569.0,4.0,N,SUSPICIOUS,Missing case_status,Nan
CS001412,C00376,2024-10-23,2024-10-17 00:00:00,,Data Issue,Open,311.0,4.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Open
CS001413,C01133,2025-07-05,2025-08-05 03:00:00,Medium,Data Issue,Closed,,0.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001414,C00998,2024-08-24,2024-09-10 19:00:00,Low,Access,Pending,643.0,6.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001415,C00542,2024-03-19,,Medium,Billing,Open,-70.0,0.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS001416,C00627,2024-03-03,,,Data Issue,Open,,6.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001417,C01650,2025-06-13,2025-06-16 14:00:00,Medium,Data Issue,Closed,,7.0,,INVALID,CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001418,C00545,2024-03-30,2024-05-03 10:00:00,High,Data Issue,Open,-47.0,1.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS001419,C00792,2026-01-18,2026-01-30 12:00:00,Low,Technical,Open,207.0,5.0,,VALID,No issues detected,Open
CS001420,C01425,2024-10-12,2024-11-17 18:00:00,,,Pending,308.0,5.0,N,VALID,No issues detected,Pending
CS001421,C01680,2024-02-15,2024-03-03 16:00:00,,Technical,Escalated,,4.0,N,INVALID,Support case references customer not in subscriptions,Escalated
CS001422,C99999,2024-03-10,2024-04-10 11:00:00,Critical,,Open,,6.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001423,C01371,2025-08-20,2025-09-04 20:00:00,Critical,Access,,,3.0,N,SUSPICIOUS,Missing case_status,Nan
CS001424,C00954,2025-12-28,2026-01-11 11:00:00,High,,Closed,166.0,5.0,N,INVALID,Support case references customer not in subscriptions,Closed
CS001425,C01616,2025-07-22,2025-08-03 14:00:00,High,Technical,Pending,,6.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001426,C01423,2025-10-07,,Low,Access,Closed,939.0,7.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001427,C00913,2024-04-04,2024-04-12 03:00:00,Low,Technical,Pending,,6.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001428,C01544,2025-09-01,2025-09-18 05:00:00,High,Cancellation,Closed,212.0,3.0,,VALID,No issues detected,Closed
CS001429,C01122,2025-09-16,2025-09-16 03:00:00,,,Pending,-16.0,,N,INVALID,Negative resolution_hours,Pending
CS001430,C01723,2024-10-17,,,Data Issue,Escalated,-82.0,1.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001431,C01778,2025-07-19,2025-08-04 15:00:00,Low,Cancellation,Escalated,163.0,3.0,,INVALID,Support case references customer not in subscriptions,Escalated
CS001432,C01449,2025-05-09,2025-05-15 10:00:00,Low,Access,,-62.0,3.0,Y,INVALID,Negative resolution_hours; Missing case_status,Nan
CS001433,C00796,2025-08-29,,Critical,Data Issue,Open,,2.0,N,INVALID,Support case references customer not in subscriptions,Open
CS001434,C01280,2025-10-13,2025-11-18 21:00:00,Low,Data Issue,,-2.0,4.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
,C01703,2024-06-08,2024-06-08 19:00:00,Medium,Access,Escalated,683.0,1.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions,Escalated
CS001436,C01598,2026-01-19,2026-01-23 09:00:00,Low,,Open,186.0,5.0,Y,VALID,No issues detected,Open
CS001437,C00492,2024-02-15,2024-03-03 06:00:00,High,Data Issue,,,,,SUSPICIOUS,Missing case_status,Nan
CS001438,C00189,2025-01-05,2025-01-07 08:00:00,,,Escalated,-66.0,7.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS001439,C01605,2025-09-28,,Medium,Technical,Escalated,-93.0,1.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
,C01253,2024-08-29,,Medium,Technical,Pending,,0.0,,INVALID,Missing case_id; CSAT score outside 1-5 range,Pending
CS001441,C01692,2024-10-18,2024-10-22 16:00:00,Low,,Escalated,-55.0,3.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001442,C01551,2024-02-09,2024-02-13 10:00:00,Critical,Technical,Open,,4.0,,VALID,No issues detected,Open
CS001443,C01050,2026-01-13,2026-01-12 00:00:00,Critical,Technical,Escalated,,6.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; CSAT score outside 1-5 range,Escalated
CS001444,C01179,2024-02-09,,Critical,Billing,,-62.0,7.0,,INVALID,Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001445,C00600,2024-10-15,,Low,Access,,-11.0,4.0,N,INVALID,Negative resolution_hours; Missing case_status,Nan
CS001446,C01120,2024-05-31,2024-07-07 22:00:00,Critical,,Escalated,,7.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS001447,C00925,2024-12-08,2025-01-15 06:00:00,Critical,Cancellation,Escalated,,3.0,N,VALID,No issues detected,Escalated
CS001448,C01068,2025-02-04,2025-03-06 18:00:00,High,Data Issue,Pending,-50.0,5.0,N,INVALID,Negative resolution_hours,Pending
CS001449,C00734,2025-07-04,2025-07-23 21:00:00,Low,Data Issue,Escalated,516.0,2.0,,INVALID,Support case references customer not in subscriptions,Escalated
CS001450,C01649,2025-11-03,2025-12-06 00:00:00,,Data Issue,Closed,,2.0,N,INVALID,Closed case missing closure date/resolution hours,Closed
CS001451,C01036,2025-12-30,2026-01-09 16:00:00,Critical,Access,Pending,,4.0,N,INVALID,Support case references customer not in subscriptions,Pending
CS001452,C01786,2024-04-20,2024-04-14 00:00:00,High,Cancellation,Escalated,750.0,1.0,,INVALID,Closed date earlier than opened date,Escalated
CS001453,C01459,2025-11-03,2025-11-13 15:00:00,High,Technical,Open,-17.0,3.0,Y,INVALID,Negative resolution_hours,Open
CS001454,C00810,2025-09-14,2025-10-07 15:00:00,Medium,Billing,Open,-68.0,,,INVALID,Negative resolution_hours,Open
CS001455,C00977,2024-08-22,2024-09-02 12:00:00,High,Cancellation,,-79.0,5.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001456,C01089,2025-11-16,2025-12-11 09:00:00,High,Data Issue,Escalated,-78.0,,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001457,C00229,2024-09-12,2024-10-13 01:00:00,High,Data Issue,Closed,714.0,6.0,,INVALID,CSAT score outside 1-5 range,Closed
CS001458,C01522,2024-10-09,,Critical,Cancellation,Pending,93.0,5.0,N,VALID,No issues detected,Pending
CS001459,C01791,2025-10-08,2025-11-16 05:00:00,Low,,Open,,4.0,N,INVALID,Support case references customer not in subscriptions,Open
CS001460,C00400,2024-08-27,2024-09-30 13:00:00,Medium,Data Issue,Open,764.0,6.0,N,INVALID,CSAT score outside 1-5 range,Open
CS001461,C00490,2026-01-16,2026-02-13 01:00:00,Low,Technical,,-82.0,2.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001462,C01152,2024-07-02,2024-07-10 07:00:00,,Cancellation,Closed,,6.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001463,C00084,2025-07-12,2025-08-10 09:00:00,Medium,Data Issue,Closed,-84.0,1.0,N,INVALID,Negative resolution_hours,Closed
CS001464,C00829,2024-10-24,2024-11-08 00:00:00,Low,Data Issue,Closed,469.0,6.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
