subscription_id,customer_id,region,plan_name,signup_date,renewal_date,monthly_fee,discount_pct,auto_renew,subscription_status,sales_channel,record_status,status_reason,subscription_status_norm
S001522,C01178,West,Basic,2025-04-20,2026-06-06,39537.75,50.0,N,Trial,Partner,VALID,No issues detected,Trial
S001523,C00272,South,Pro,2024-12-12,2025-01-24,38752.59,2.0,N,Expired,Inside Sales,VALID,No issues detected,Expired
S001524,C01135,South,Enterprise,2024-05-01,2024-12-03,10904.99,-3.0,N,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
,C00025,East,Enterprise,2024-05-31,2025-03-30,42073.67,0.0,,Trial,Website,INVALID,Missing subscription_id,Trial
S001526,C00730,East,Growth,2024-11-03,2025-05-25,27543.08,-14.0,,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001527,C01353,North,Growth,2024-03-02,2024-09-09,71001.48,0.0,N,,Website,SUSPICIOUS,Missing subscription_status,Nan
S001528,C01227,East,Enterprise,2024-01-12,2023-11-13,-43259.58,69.0,,Cancelled,Website,INVALID,Renewal date earlier than signup date; Negative monthly_fee,Cancelled
S001529,C01626,Central,Pro,2025-03-10,2026-03-28,7801.3,147.0,,Trial,Website,INVALID,Discount_pct outside 0-100 range,Trial
S001530,C00422,South,Basic,2024-08-13,2025-08-18,23084.63,38.0,N,,Website,SUSPICIOUS,Missing subscription_status,Nan
,C01248,North,Basic,2025-06-17,2025-09-29,71771.93,-11.0,,Expired,Inside Sales,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Expired
,C01658,West,Growth,2024-05-11,2025-06-15,,6.0,N,Cancelled,Inside Sales,INVALID,Missing subscription_id; Missing monthly_fee,Cancelled
S001533,C00486,North,Enterprise,2024-02-02,2024-03-11,24309.97,0.0,,Cancelled,Website,VALID,No issues detected,Cancelled
S001534,C01100,,,2025-02-27,2025-06-14,41360.07,-10.0,,Trial,Inside Sales,INVALID,Discount_pct outside 0-100 range,Trial
S001535,C01735,Central,Growth,2025-10-04,2026-08-07,21362.13,-19.0,,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S001536,C01767,East,Enterprise,2025-06-05,2025-12-06,26472.0,0.0,,,Inside Sales,SUSPICIOUS,Missing subscription_status,Nan
S001537,C00579,East,Pro,2025-06-27,2026-08-18,8741.91,147.0,N,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S001538,C01765,,,2025-07-12,2026-02-18,50673.12,-5.0,N,Active,Website,INVALID,Discount_pct outside 0-100 range,Active
S001539,,,Basic,2024-08-11,2025-03-08,47327.29,-1.0,,,Website,INVALID,Missing customer_id; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001540,C01496,North,Enterprise,2024-08-31,,69052.63,117.0,Y,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S001541,C01550,East,Pro,2024-07-25,2024-11-18,20051.92,143.0,,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S001542,,West,Pro,2024-04-13,2024-06-30,28322.35,-28.0,,Active,Inside Sales,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Active
S001543,C00426,East,Pro,2024-03-20,2024-10-14,,143.0,Y,Expired,Inside Sales,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Expired
S001544,,,,2024-02-09,2024-06-02,48511.33,0.0,,Expired,Inside Sales,INVALID,Missing customer_id,Expired
S001545,C00711,,Growth,2025-11-09,2026-07-28,71542.74,68.0,,,Website,SUSPICIOUS,Missing subscription_status,Nan
S001546,C01481,East,,2025-08-24,2025-10-15,40563.7,56.0,N,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S001547,C01167,,Growth,2024-06-06,2025-07-12,20474.24,20.0,Y,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S001548,C00352,,,2024-06-06,2025-06-19,2534.29,160.0,N,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
,C00147,East,Growth,2024-12-25,2025-12-17,,133.0,N,,Marketplace,INVALID,Missing subscription_id; Missing monthly_fee; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001550,,South,Enterprise,2024-07-30,2025-06-01,,6.0,Y,Trial,Inside Sales,INVALID,Missing customer_id; Missing monthly_fee,Trial
S001551,C01337,Central,,2024-06-14,,64366.13,0.0,N,,Marketplace,SUSPICIOUS,Missing subscription_status,Nan
S001552,C01222,Central,Enterprise,2024-04-25,2025-01-03,19025.94,21.0,N,Expired,Marketplace,VALID,No issues detected,Expired
S001553,C00573,North,Basic,2024-05-05,2025-01-03,54930.91,0.0,N,Trial,Marketplace,VALID,No issues detected,Trial
S001554,C00111,North,Basic,2025-06-07,,20177.36,-28.0,,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S001555,C00672,Central,,2025-11-12,2026-10-21,-62075.29,34.0,,Trial,,INVALID,Negative monthly_fee,Trial
,C01110,Central,Enterprise,2025-03-08,2025-07-26,29656.74,51.0,N,Trial,,INVALID,Missing subscription_id,Trial
S001557,C00525,Central,Pro,2024-03-10,,25433.22,131.0,,Trial,Inside Sales,INVALID,Discount_pct outside 0-100 range,Trial
,,,,2024-12-08,2024-12-07,78140.75,5.0,N,Trial,Partner,INVALID,Missing subscription_id; Missing customer_id; Renewal date earlier than signup date,Trial
S001559,C01403,East,Pro,2025-10-27,2026-08-26,13968.97,-13.0,,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S001560,C01176,,Basic,2024-08-03,2024-09-17,42498.88,0.0,Y,Active,Partner,VALID,No issues detected,Active
S001561,C00148,Central,Enterprise,2024-12-17,2025-10-01,,-11.0,Y,Active,Marketplace,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Active
S001562,C00261,West,Enterprise,2025-07-05,2026-07-26,72312.16,108.0,,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S001563,C01753,South,Basic,2025-10-06,2026-11-24,35025.76,130.0,,Expired,,INVALID,Discount_pct outside 0-100 range,Expired
S001564,C01528,Central,Enterprise,2025-08-03,,66130.98,51.0,N,Trial,Partner,VALID,No issues detected,Trial
S001565,C00935,,Growth,2025-02-12,,2578.68,35.0,Y,Active,Website,SUSPICIOUS,Active subscription with missing/implausible renewal date,Active
,C00883,East,Growth,2025-11-02,2026-07-27,27698.63,24.0,Y,,Marketplace,INVALID,Missing subscription_id; Missing subscription_status,Nan
S001567,C00323,,Enterprise,2025-10-26,2026-08-31,,-24.0,Y,Active,Inside Sales,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Active
S001568,C00224,North,Growth,2025-04-01,,48263.28,0.0,N,Trial,Inside Sales,VALID,No issues detected,Trial
S001569,C00684,,Pro,2024-11-07,,29267.05,52.0,Y,Trial,Partner,VALID,No issues detected,Trial
S001570,C00073,,,2025-07-13,2025-10-25,38145.03,106.0,N,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S001571,C01009,West,Pro,2025-06-21,2026-08-03,45807.11,22.0,,Active,Website,VALID,No issues detected,Active
S001572,C01123,,Enterprise,2024-04-23,2025-05-23,31869.47,154.0,,Cancelled,Partner,INVALID,Discount_pct outside 0-100 range,Cancelled
S001573,C01121,,Basic,2025-03-01,2026-02-21,50856.18,0.0,,Expired,Inside Sales,VALID,No issues detected,Expired
S001574,C01455,West,Pro,2025-05-02,,,0.0,,,Marketplace,SUSPICIOUS,Missing monthly_fee; Missing subscription_status,Nan
S001575,C00401,,Pro,2024-06-13,2024-09-20,52682.95,128.0,N,Trial,Partner,INVALID,Discount_pct outside 0-100 range,Trial
S001576,C01312,North,Pro,2024-08-08,2025-02-16,,16.0,,,Inside Sales,SUSPICIOUS,Missing monthly_fee; Missing subscription_status,Nan
S001577,C00680,West,Growth,2024-04-10,2024-07-05,76961.89,0.0,Y,Trial,Inside Sales,VALID,No issues detected,Trial
S001578,C00629,East,Pro,2024-03-07,2024-05-25,48922.41,-26.0,Y,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S001579,C01032,Central,Basic,2024-08-07,2025-01-03,27183.28,147.0,Y,Active,,INVALID,Discount_pct outside 0-100 range,Active
S001580,C01425,,,2024-12-02,2024-12-21,31106.34,146.0,N,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001581,C00446,Central,Pro,2025-11-13,,61888.94,154.0,Y,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001582,C00833,South,Pro,2025-08-18,2025-12-06,66543.61,113.0,N,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S001583,C01226,North,,2024-11-08,2025-10-11,-55615.65,0.0,N,Active,,INVALID,Negative monthly_fee,Active
S001584,C01610,Central,Basic,2024-02-18,2024-04-02,,0.0,N,Expired,Marketplace,SUSPICIOUS,Missing monthly_fee,Expired
S001585,C00589,West,Basic,2024-12-01,2025-12-17,24273.92,110.0,N,Expired,,INVALID,Discount_pct outside 0-100 range,Expired
S001586,C00980,North,Enterprise,2024-04-26,2025-04-21,-73601.37,0.0,Y,Trial,,INVALID,Negative monthly_fee,Trial
S001587,C01497,Central,Basic,2025-07-23,2026-07-12,75640.45,0.0,Y,Expired,Partner,VALID,No issues detected,Expired
S001588,C01588,,,2025-07-26,2026-03-08,45133.67,122.0,N,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S001589,C00625,,Basic,2025-08-22,2026-01-14,,55.0,N,Active,Website,SUSPICIOUS,Missing monthly_fee,Active
,C01425,South,Pro,2024-11-18,2025-09-04,18909.73,115.0,,Cancelled,Marketplace,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Cancelled
S001591,C00751,West,Pro,2025-10-08,2026-09-13,41751.18,-17.0,Y,Cancelled,Partner,INVALID,Discount_pct outside 0-100 range,Cancelled
S001592,C00844,East,,2024-08-13,2025-09-05,12177.25,0.0,N,Cancelled,Partner,VALID,No issues detected,Cancelled
S001593,C01799,East,,2025-11-22,2026-04-26,58476.37,31.0,N,Active,Website,VALID,No issues detected,Active
S001594,C01284,,,2025-07-16,2026-05-27,10183.11,0.0,N,,Marketplace,SUSPICIOUS,Missing subscription_status,Nan
S001595,,East,Enterprise,2024-02-25,2024-10-14,8987.35,-14.0,Y,Cancelled,Partner,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Cancelled
S001596,C00270,East,Growth,2024-01-16,2024-11-24,14153.97,-27.0,Y,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S001597,C00727,West,Pro,2024-03-19,2024-07-06,73220.14,19.0,N,Expired,Partner,VALID,No issues detected,Expired
S001598,C01467,North,Enterprise,2025-07-26,2026-03-25,25466.64,117.0,Y,Expired,,INVALID,Discount_pct outside 0-100 range,Expired
S001599,C00258,South,Enterprise,2025-03-01,2026-03-08,46506.02,0.0,N,Cancelled,Website,VALID,No issues detected,Cancelled
S001600,C01483,South,Pro,2024-07-21,2025-03-28,47807.88,114.0,Y,,,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001601,C00981,North,Enterprise,2024-04-03,2024-06-23,66069.43,31.0,Y,Expired,Partner,VALID,No issues detected,Expired
S001602,C01582,South,Growth,2024-03-04,2024-06-02,79282.68,115.0,Y,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S001603,C01615,North,Growth,2025-04-18,2026-06-04,,47.0,N,Active,Partner,SUSPICIOUS,Missing monthly_fee,Active
S001604,C00549,East,,2024-10-07,2025-06-12,14989.92,-17.0,N,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S001605,C01635,,Basic,2024-10-12,2025-11-09,7269.59,0.0,N,Expired,Inside Sales,VALID,No issues detected,Expired
S001606,C01769,South,Growth,2024-12-12,2026-01-03,13804.91,114.0,,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001607,C01593,East,Enterprise,2025-06-04,2026-01-11,66014.22,148.0,N,,Website,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001608,C00608,West,Basic,2025-06-13,2025-10-28,12883.22,157.0,Y,,,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001609,C00793,,Growth,2025-05-21,2026-04-08,60020.08,113.0,N,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001610,C00439,South,Basic,2025-08-08,2025-10-29,29846.66,148.0,Y,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001611,C00056,East,,2024-05-26,2025-04-02,13532.39,0.0,Y,Trial,Partner,VALID,No issues detected,Trial
S001612,C00736,,Basic,2024-02-26,,,-20.0,,Expired,Inside Sales,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Expired
S001613,C00674,Central,Basic,2024-07-15,2025-08-03,16286.54,114.0,Y,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S001614,C00526,North,Growth,2024-10-03,2025-10-13,55003.38,106.0,,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S001615,C00684,South,,2025-10-12,2026-02-16,43520.24,157.0,Y,,Website,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001616,C00247,,Growth,2025-04-14,2025-03-29,58720.31,0.0,Y,,Inside Sales,INVALID,Renewal date earlier than signup date; Missing subscription_status,Nan
S001617,C00719,Central,Basic,2025-08-28,2026-03-02,61924.73,17.0,Y,Cancelled,,VALID,No issues detected,Cancelled
S001618,C01435,South,Pro,2024-02-06,2024-09-23,56712.7,144.0,N,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S001619,C00613,West,Pro,2024-03-13,2025-03-26,11641.66,0.0,N,Active,Inside Sales,VALID,No issues detected,Active
S001620,C01098,,Enterprise,2025-06-08,2025-09-16,,21.0,N,,,SUSPICIOUS,Missing monthly_fee; Missing subscription_status,Nan
S001621,C00997,East,,2024-05-10,2024-04-19,,-29.0,Y,Expired,Website,INVALID,Renewal date earlier than signup date; Missing monthly_fee; Discount_pct outside 0-100 range,Expired
S001622,C01705,West,Pro,2025-05-23,2026-03-07,,0.0,,Expired,Inside Sales,SUSPICIOUS,Missing monthly_fee,Expired
S001623,C01763,North,Enterprise,2024-05-25,2024-06-19,,-19.0,,Cancelled,Inside Sales,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Cancelled
S001624,C01699,East,Pro,2025-09-18,,70661.76,108.0,Y,Expired,,INVALID,Discount_pct outside 0-100 range,Expired
S001625,C00035,East,Pro,2024-08-12,2025-08-30,-27639.67,139.0,N,Expired,Website,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Expired
S001626,C01012,Central,Growth,2024-01-21,2025-02-07,1172.65,50.0,,Expired,Marketplace,VALID,No issues detected,Expired
S001627,C00719,Central,,2025-01-08,2025-12-06,69423.19,-10.0,N,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S001628,C01297,West,Growth,2024-02-07,2025-02-14,22953.64,0.0,N,Trial,Website,VALID,No issues detected,Trial
S001629,C01524,Central,Growth,2025-11-29,2027-01-10,48863.27,-3.0,Y,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
,C00525,West,Basic,2024-03-22,2024-12-14,57270.7,109.0,Y,Trial,Website,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Trial
S001631,C00075,East,Pro,2024-10-12,,43173.43,0.0,,Active,Website,SUSPICIOUS,Active subscription with missing/implausible renewal date,Active
S001632,C01347,West,Basic,2025-05-03,2025-06-18,34077.03,-16.0,N,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S001633,C01013,West,Basic,2025-11-03,2026-03-22,74530.98,0.0,N,Cancelled,Partner,VALID,No issues detected,Cancelled
S001634,C00369,West,,2024-05-17,2024-09-26,9911.42,0.0,N,,,SUSPICIOUS,Missing subscription_status,Nan
S001635,C00976,Central,,2024-12-07,,69332.55,-20.0,N,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S001636,C00305,East,Enterprise,2025-10-04,,-43251.03,-30.0,,,Partner,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001637,C00641,North,Growth,2024-07-03,2025-01-12,73532.93,33.0,N,Cancelled,Partner,VALID,No issues detected,Cancelled
S001638,C01093,South,Basic,2024-01-06,2024-03-27,12130.28,0.0,N,Active,,VALID,No issues detected,Active
S001639,C01363,Central,,2025-06-03,2025-12-06,77505.11,0.0,Y,Active,,VALID,No issues detected,Active
S001640,C01512,South,Growth,2025-03-25,2025-09-19,10955.99,-26.0,,Active,,INVALID,Discount_pct outside 0-100 range,Active
S001641,C00424,South,Pro,2025-02-24,2025-07-02,62077.16,3.0,,,Inside Sales,SUSPICIOUS,Missing subscription_status,Nan
S001642,C01746,East,Pro,2025-08-09,2025-12-28,32607.26,0.0,Y,Active,,VALID,No issues detected,Active
S001643,C00172,West,,2024-10-03,2024-12-24,25515.03,48.0,,Active,Partner,VALID,No issues detected,Active
S001644,C01217,West,Pro,2025-04-27,2025-11-10,59458.78,0.0,,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S001645,C01765,Central,,2025-08-27,2025-08-02,58285.91,118.0,Y,Cancelled,Inside Sales,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Cancelled
S001646,C01154,,Enterprise,2025-10-09,,51205.04,126.0,N,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S001647,C00981,,,2025-01-10,,62286.5,148.0,,Active,Marketplace,INVALID,Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S001648,,West,Basic,2024-11-23,,11972.04,114.0,Y,Expired,,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Expired
S001649,C00001,East,Enterprise,2024-05-08,2025-01-19,29472.04,-17.0,,Trial,Marketplace,INVALID,Discount_pct outside 0-100 range,Trial
S001650,C01480,West,,2025-02-13,2025-02-04,38343.07,0.0,Y,Active,Marketplace,INVALID,Renewal date earlier than signup date,Active
S001651,C00948,Central,,2024-06-07,2025-04-25,30437.06,143.0,,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S001652,,,Enterprise,2025-11-27,2026-04-30,50133.87,0.0,,Expired,Inside Sales,INVALID,Missing customer_id,Expired
S001653,C00274,Central,Enterprise,2024-02-12,2024-05-11,62463.94,-4.0,Y,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S001654,C00162,Central,Pro,2024-07-13,2024-11-06,58245.3,-1.0,,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S001655,C01777,South,Pro,2025-01-20,2024-11-30,6548.27,-27.0,Y,Active,Website,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Active
S001656,C00053,North,Enterprise,2024-10-16,2025-05-23,37211.84,29.0,N,Trial,Website,VALID,No issues detected,Trial
S001657,C01720,Central,Growth,2024-08-08,2025-06-21,75950.57,0.0,Y,Trial,Partner,VALID,No issues detected,Trial
S001658,C00005,Central,Pro,2024-03-21,2024-12-12,,101.0,,Expired,Marketplace,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Expired
S001659,C01581,Central,,2025-07-17,2026-08-13,23542.37,119.0,Y,Active,,INVALID,Discount_pct outside 0-100 range,Active
S001660,,West,Basic,2024-10-18,2025-01-09,67939.33,55.0,,Active,Partner,INVALID,Missing customer_id,Active
S001661,C00820,South,Basic,2024-12-23,2025-08-09,77469.19,146.0,Y,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001662,C00321,Central,,2025-11-02,,9978.16,-5.0,Y,Trial,Inside Sales,INVALID,Discount_pct outside 0-100 range,Trial
S001663,C01647,Central,Growth,2024-05-01,,9524.98,0.0,N,Cancelled,,VALID,No issues detected,Cancelled
S001664,,East,Enterprise,2025-11-22,2026-03-01,14563.9,105.0,,Cancelled,Partner,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Cancelled
S001665,C00115,Central,Enterprise,2024-12-02,2026-01-19,23738.62,-20.0,Y,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S001666,,,Pro,2025-08-24,2025-09-15,37388.26,45.0,Y,Cancelled,Marketplace,INVALID,Missing customer_id,Cancelled
S001667,C01254,North,Pro,2025-01-21,2025-01-16,10301.29,34.0,,Cancelled,,INVALID,Renewal date earlier than signup date,Cancelled
S001668,C01614,East,Basic,2024-09-02,2025-02-22,11756.94,0.0,N,Cancelled,,VALID,No issues detected,Cancelled
S001669,C01504,,Growth,2025-02-02,2025-07-04,,37.0,N,Active,,SUSPICIOUS,Missing monthly_fee,Active
,C01208,,Pro,2025-10-12,2025-11-15,60652.66,0.0,Y,Active,Inside Sales,INVALID,Missing subscription_id,Active
S001671,C00413,Central,Basic,2024-02-29,2024-08-05,12222.74,43.0,N,,Website,SUSPICIOUS,Missing subscription_status,Nan
S001672,C00026,East,Enterprise,2025-05-05,2025-07-19,31643.97,53.0,N,Active,Partner,VALID,No issues detected,Active
S001673,,West,Pro,2024-07-29,2025-02-27,,0.0,,Active,Website,INVALID,Missing customer_id; Missing monthly_fee,Active
S001674,C01291,Central,,2024-09-30,2025-06-23,50284.09,117.0,Y,Active,,INVALID,Discount_pct outside 0-100 range,Active
S001675,C00427,,Growth,2024-09-11,2024-11-30,26728.99,133.0,N,Trial,Inside Sales,INVALID,Discount_pct outside 0-100 range,Trial
